condition,exemplar,correct,incorrect,model,item_id,output_entropy,midpoint_entropy,output_rank_correct,midpoint_rank_correct,output_logprob_correct,midpoint_logprob_correct,output_logprobdiff,midpoint_logprobdiff,auc_entropy,layer_biggest_change_entropy,twostage_magnitude,twostage_magnitude_latter34,twostage_layer,auc_rank_correct,layer_biggest_change_rank_correct,auc_logprob_correct,layer_biggest_change_logprob_correct,auc_logprobdiff_pos,auc_logprobdiff_neg,layer_biggest_change_logprobdiff,auc_boosting_pos,auc_boosting_neg,layer_argmax_boosting,exemplar_de
Atypical,eel,fish,reptile,Llama-2-13b-hf,1,1.121,6.797,1.0,1.0,-0.1708,-1.768,9.8842,3.998,197.6524,17,1.0899999999999999,0.8630000000000004,0.35,25.276878970892085,4,113.08294,17,211.61806,2.210000000000001,17,144.7085352865321,9.67101451061059,25,Aal
Atypical,bat,mammal,bird,Llama-2-13b-hf,2,3.766,3.207,1.0,0.013513513513513514,-1.25,-7.77,2.766,-0.266,178.015,18,2.6560000000000006,2.6559999999999997,0.575,7.8086118339732105,32,281.436955,32,93.36304500000001,22.001999999999995,32,91.18984394839055,53.4620028153701,32,Fledermaus
Atypical,penguin,bird,fish,Llama-2-13b-hf,3,0.87,7.344,1.0,1.0,-0.3157,-2.857,8.1043,5.412999999999999,213.813,25,4.266,2.037,0.35,20.703106533478287,17,159.60649999999998,17,200.1265,27.567999999999998,25,97.32213083347563,25.998949086976662,25,Pinguin
Atypical,butterfly,insect,bird,Llama-2-13b-hf,4,2.178,6.965,1.0,0.5,-0.647,-2.785,5.5169999999999995,3.231,236.57600000000002,17,2.83,2.027,0.425,17.72446802515848,20,192.1846,17,156.0314,16.075000000000003,19,82.26141240146985,22.12047875017794,19,Schmetterling
Atypical,sea lion,mammal,fish,Llama-2-13b-hf,5,3.363,6.98,0.08333333333333333,0.03333333333333333,-4.09,-5.477,0.633,2.1129999999999995,249.80199999999996,5,4.15,2.0860000000000003,0.45,1.7050138210049366,32,252.53900000000002,2,86.24999999999999,36.95400000000001,18,39.015341712632065,35.74065701235677,32,Seeloewe
Atypical,whale,mammal,fish,Llama-2-13b-hf,6,3.02,6.63,0.25,0.02631578947368421,-2.79,-6.027,-1.532,0.125,218.412,19,2.7880000000000003,0.7319999999999993,1.0,5.115608977816867,37,244.579,2,34.623000000000005,42.111000000000004,15,42.038866261960386,58.60000710615737,34,Wal
Typical,alligator,reptile,mammal,Llama-2-13b-hf,7,2.814,7.56,0.5,0.06666666666666667,-2.188,-5.11,4.804,0.17999999999999972,233.6174,27,0.5979999999999999,0.09700000000000042,0.5,13.892791822104583,27,178.36212,27,113.83688000000001,0.7670000000000003,27,100.16859815808364,23.200991773480332,27,Alligator
Typical,chameleon,reptile,insect,Llama-2-13b-hf,8,2.285,7.28,0.3333333333333333,0.02702702702702703,-2.752,-5.73,3.096,0.7929999999999993,228.4534,27,0.1459999999999999,0.1459999999999999,0.5,10.255040972324903,27,201.3767,27,156.7333,0.1459999999999999,27,113.32620497978655,45.6622490358805,27,Chamaeleon
Typical,falcon,bird,reptile,Llama-2-13b-hf,9,1.707,6.312,1.0,1.0,-0.4512,-1.503,10.4988,5.302,200.5095,22,2.8499999999999996,1.3709999999999996,0.35,17.299404477629672,15,174.44979999999998,29,181.76220000000004,9.357999999999997,17,134.6069081105597,23.18226103965252,17,Falke
Typical,goldfish,fish,amphibian,Llama-2-13b-hf,10,2.504,6.926,1.0,1.0,-0.9263,-2.086,9.8437,5.008000000000001,208.83679999999998,22,1.0950000000000006,0.0,0.05,25.09339766962988,16,128.62927,16,212.41573,1.0950000000000006,24,134.18326552241717,20.255941284331406,24,Goldfisch
Typical,shark,fish,mammal,Llama-2-13b-hf,11,1.115,7.46,1.0,0.2,-0.1865,-4.062,7.407500000000001,2.106,222.47400000000002,20,0.29499999999999993,0.14000000000000057,0.625,17.664193773765955,25,151.0516,17,129.58540000000002,0.45899999999999963,17,107.60953322548917,19.128685045806915,25,Hai
Typical,dog,mammal,insect,Llama-2-13b-hf,12,4.047,2.334,0.25,0.02,-2.857,-8.016,4.883,2.859,224.602,17,1.605999999999999,1.605999999999999,0.375,2.239170953873847,32,278.169,18,166.46,1.8159999999999998,13,73.5037153776433,21.808357397544818,32,Hund
Typical,rabbit,mammal,reptile,Llama-2-13b-hf,13,3.824,6.094,1.0,0.038461538461538464,-1.235,-5.94,9.21,0.5829999999999993,200.10020000000003,17,2.082,1.9969999999999999,0.4,7.873435761463286,32,258.9803,32,116.53869999999998,14.146999999999995,32,100.8920943313695,27.130475307017488,32,Kaninchen
Typical,cat,mammal,reptile,Llama-2-13b-hf,14,4.08,2.594,0.2,0.02127659574468085,-2.713,-7.8,6.873,0.580000000000001,208.427,17,3.01,2.41,0.4,4.386500473658619,34,279.516,22,90.071,19.534,32,80.74966091639891,22.84838786709031,32,Katze
Typical,rattlesnake,reptile,amphibian,Llama-2-13b-hf,15,2.334,7.53,0.06666666666666667,0.08333333333333333,-6.066,-5.035,4.303999999999999,1.6550000000000002,203.99290000000002,20,1.9200000000000008,0.0,0.225,3.2799011121128583,27,240.20600000000002,27,108.784,6.791,27,68.6615401537288,15.648880737548378,27,Klapperschlange
Typical,salmon,fish,mammal,Llama-2-13b-hf,16,1.448,2.521,1.0,1.0,-0.2063,-0.3142,7.648700000000001,6.5958000000000006,174.3577,17,0.2400000000000002,0.0,0.05,26.446488621906177,4,105.05283,17,225.97017000000008,0.2400000000000002,17,147.15952086129866,27.44579037924338,17,Lachs
Typical,lion,mammal,fish,Llama-2-13b-hf,17,3.63,4.55,0.16666666666666666,0.020833333333333332,-4.02,-6.855,1.4530000000000003,3.59,209.5416,20,4.066000000000001,2.0699999999999994,0.4,1.7163320797784343,37,277.946,2,124.772,33.86900000000001,15,51.06938893991724,39.84415510532655,32,Loewe
Typical,horse,mammal,bird,Llama-2-13b-hf,18,4.008,2.895,0.5,0.006211180124223602,-1.812,-8.76,4.758,1.795,205.04229999999998,20,2.534,2.534,0.425,6.7531140528748494,33,275.5503,21,132.85870000000003,11.082999999999995,15,77.24312943703829,42.9651959981663,32,Pferd
Typical,sparrow,bird,mammal,Llama-2-13b-hf,19,1.88,1.497,1.0,1.0,-0.397,-0.584,8.373,7.696,170.446,15,1.9399999999999995,0.0,0.2,21.031767862008476,14,135.26479999999998,16,207.22320000000002,3.1529999999999996,17,142.12397454771707,26.75508377974939,17,Spatz
Atypical,eel,fish,reptile,Llama-2-7b-hf,1,2.0754929,7.8676,1.0,0.5,-0.38835764,-4.4897346,7.773284360000001,4.0200984,169.87998223,19,5.999536000000001,2.2553582000000008,0.46875,12.574911978165407,15,162.7208951,13,95.0125597,32.4526978,19,86.219476345185,38.49146759670335,19,Aal
Atypical,bat,mammal,bird,Llama-2-7b-hf,2,3.9965267,7.7808943,1.0,0.09090909090909091,-1.3918262,-5.139895,4.4863491,4.455385000000001,168.67035187,19,1.3578139999999994,1.3578139999999994,0.6875,7.406534779057717,25,187.64777283,23,107.45976476999998,1.5338196999999987,0,92.22543525896977,36.51263242955491,28,Fledermaus
Atypical,penguin,bird,fish,Llama-2-7b-hf,3,1.9777977,7.901539,0.5,0.0003971405877680699,-1.5432253,-9.688942,4.5610523,-1.7764380000000006,185.7444072,19,5.1824367,1.8924720000000006,0.65625,8.78910001095711,19,215.45121665000002,19,72.24857725,30.556920200000008,19,70.24029206240904,33.14666431460709,19,Pinguin
Atypical,butterfly,insect,bird,Llama-2-7b-hf,4,1.7965862,7.800212,1.0,0.001272264631043257,-0.714994,-8.437689,7.947548,1.8442629999999998,195.9502496,20,3.0973520000000008,3.0973520000000008,0.4375,10.246101110850955,16,210.15676532000003,16,111.82769468,9.685050000000002,20,61.41697618866738,15.358080969814733,20,Schmetterling
Atypical,sea lion,mammal,fish,Llama-2-7b-hf,5,2.6339169,7.6742716,0.09090909090909091,0.5,-4.799246,-4.430198,0.583202,3.7008269999999994,191.6266577,27,1.9155364000000006,0.0,0.28125,7.188605750649685,21,164.8858202,20,112.24151570000001,5.365273700000003,20,66.11780268379394,32.9159819686524,29,Seeloewe
Atypical,whale,mammal,fish,Llama-2-7b-hf,6,3.6759746,7.9181566,0.25,0.125,-2.9496377,-5.0138226,-0.493166,3.0047404,177.9110917,19,2.092544700000001,0.0,1.0,7.783204668244719,25,165.61632494,8,90.82435926000002,7.1509111,0,68.19618466102764,44.64312304494819,24,Wal
Typical,alligator,reptile,mammal,Llama-2-7b-hf,7,2.3866553,7.777978,0.5,0.008695652173913044,-1.7500237,-6.767173,6.4868123,-1.4952632999999995,183.71255359999998,22,2.4109163000000002,2.4109163000000002,0.65625,8.538897050320077,22,144.42420005999998,0,88.67771673999998,9.328205,22,66.48479088811223,24.861945378209658,22,Alligator
Typical,chameleon,reptile,insect,Llama-2-7b-hf,8,2.5546014,7.628461,0.5,0.005714285714285714,-1.8393217,-7.1100936,3.3335732999999994,1.6722094000000007,182.963489976,27,0.0,0.0,0.03125,8.646690029491108,22,156.1293824,0,147.53648190000004,0.0,0,91.04221028155263,30.518486560911303,29,Chamaeleon
Typical,falcon,bird,reptile,Llama-2-7b-hf,9,2.1583862,7.7656217,1.0,0.0043859649122807015,-0.9202243,-7.31717,9.652808700000001,0.1517249999999999,162.02636177,19,7.1589290000000005,3.920741499999999,0.5,9.943627549287747,18,198.19239772,16,120.83009228,55.10059549999998,16,106.0175658352836,34.40963279420735,19,Falke
Typical,goldfish,fish,amphibian,Llama-2-7b-hf,10,2.53598,7.6309156,1.0,0.029411764705882353,-0.8035374,-5.8872404,7.517174600000001,-0.10714739999999967,163.18510116,18,3.9900260000000003,3.9900260000000003,0.53125,13.527689538979372,18,150.848789479,18,130.228166821,18.4796021,19,110.18005999098085,41.04471036108918,19,Goldfisch
Typical,shark,fish,mammal,Llama-2-7b-hf,11,1.3070982,7.97441,1.0,0.004524886877828055,-0.2449172,-7.2927423,6.9490118,-1.6023122999999995,188.6988456,19,6.3592566,6.3592566,0.53125,8.575988066456873,19,178.95572892,19,70.66880787999999,34.963788300000004,3,78.15018567230123,46.440373931157474,19,Hai
Typical,dog,mammal,insect,Llama-2-7b-hf,12,2.8578563,7.6173286,0.3333333333333333,0.037037037037037035,-2.5873237,-5.448941,8.4543043,5.186094000000001,186.1078089,19,0.0,0.0,0.03125,5.685998979090892,24,171.93170294000004,20,222.97601706,0.0,2,106.91259955556828,10.064709402662611,24,Hund
Typical,rabbit,mammal,reptile,Llama-2-7b-hf,13,3.0560613,7.6758494,0.5,0.16666666666666666,-1.3729677,-4.890771,7.179526299999999,2.4221199999999996,166.62019365999998,19,4.4891395,0.4434817000000004,0.3125,8.813379741274698,12,162.30227732000003,0,109.23080378,21.097872800000005,21,93.87138260472733,25.855513794159478,24,Kaninchen
Typical,cat,mammal,reptile,Llama-2-7b-hf,14,3.5669544,7.7752576,0.5,0.06666666666666667,-1.8789136,-5.348828,5.963425,2.1051677,169.18264242,18,4.790749000000001,0.4474834999999997,0.375,7.299652916619605,24,187.05300686,24,71.83772624,23.354721400000003,27,79.72148732471705,25.979690590311797,23,Katze
Typical,rattlesnake,reptile,amphibian,Llama-2-7b-hf,15,1.4795921,7.9183445,0.07692307692307693,0.005025125628140704,-6.235683,-7.1639824,6.127819499999999,-0.8416271000000002,161.01324549999998,20,0.8416271000000002,0.8416271000000002,0.53125,3.206193093714446,3,202.747311,0,127.94489920000001,0.8416271000000002,0,66.72513792789896,13.150808197863308,20,Klapperschlange
Typical,salmon,fish,mammal,Llama-2-7b-hf,16,2.0076442,7.571894,1.0,0.125,-0.60424596,-4.799281,6.62225934,-0.9206600999999996,168.97437291,19,5.411422699999999,5.411422699999999,0.53125,14.51585482219542,15,145.677252452,13,97.729364748,29.662829099999996,19,98.27178994615035,53.691086362773376,19,Lachs
Typical,lion,mammal,fish,Llama-2-7b-hf,17,3.0946264,7.7452374,0.3333333333333333,0.14285714285714285,-2.0753124,-4.9476337,3.7098045999999996,4.9157272999999995,193.7267862,19,1.9055169999999997,0.0,0.21875,4.653932783377505,28,172.51159945,0,156.62753705000003,3.5810024,20,89.21505264491617,20.952045546420493,29,Loewe
Typical,horse,mammal,bird,Llama-2-7b-hf,18,3.5452816,7.7603583,0.3333333333333333,0.08333333333333333,-2.332879,-5.2584095,7.231451999999999,5.928536500000001,196.0068133,20,0.0,0.0,0.03125,7.012590304544021,27,170.42575632,21,195.99840817999998,0.0,0,94.94483716886906,17.814818156410137,29,Pferd
Typical,sparrow,bird,mammal,Llama-2-7b-hf,19,2.33162,7.662553,0.5,0.0019157088122605363,-1.0949024,-8.129504,6.7936832,-4.1310473000000005,159.76783555999998,16,6.938625199999999,6.938625199999999,0.5625,10.203500789082081,19,193.20701623000002,16,122.33854917,63.875740900000004,19,103.86556916091637,52.9437299313148,19,Spatz
Atypical,eel,fish,reptile,gpt2-xl,1,3.8546443,6.636896,1.0,0.5,-0.98241246,-3.5135055,4.64716424,4.4961815,247.5954041,0,0.3219499999999993,0.0,0.041666666666666664,25.08443722294108,25,196.10708145,13,232.80572995000003,0.3219499999999993,0,137.54905211088848,19.00355627878729,37,Aal
Atypical,bat,mammal,bird,gpt2-xl,2,4.2256594,6.817299,0.3333333333333333,0.3333333333333333,-2.6057637,-4.1290894,-0.1921816999999999,0.6739801999999999,305.8977846,0,1.9595638000000006,0.5536326,1.0,12.270734461462379,39,267.7938292,12,11.8895788,22.682918,7,75.14408479873471,47.8616698078075,7,Fledermaus
Atypical,penguin,bird,fish,gpt2-xl,3,3.9752917,6.415472,1.0,0.25,-1.5260789,-3.945541,2.9743151,0.1825546,270.15395820000003,0,1.4929736,1.4929736,0.6666666666666666,19.64432334409785,30,214.28493613,12,55.48338797,14.202868900000006,33,82.32782984987054,33.75213961828731,33,Pinguin
Atypical,butterfly,insect,bird,gpt2-xl,4,3.5147593,6.7025824,0.3333333333333333,0.014705882352941176,-1.9513844,-6.310863,3.0479899999999995,-2.7600512000000004,269.7901921,0,3.104216,3.104216,0.625,14.631739973015769,28,259.02170922,26,45.728217279999996,48.987056,26,75.29243546775946,38.41416058275921,30,Schmetterling
Atypical,sea lion,mammal,fish,gpt2-xl,5,3.1910286,6.7344484,0.25,0.3333333333333333,-2.972246,-3.5553107,0.9009541999999997,0.7443056000000001,252.10135789999998,0,2.809082,2.3458516000000005,0.9791666666666666,12.32498363635862,33,260.17091567,12,24.222627130000003,42.7863076,30,100.7712029242055,57.23506038585465,34,Seeloewe
Atypical,whale,mammal,fish,gpt2-xl,6,4.2681065,6.843763,0.14285714285714285,0.125,-3.2664435,-4.559673,-1.1278839,-1.1051904000000001,270.57433100000003,0,1.230837100000001,1.1527729,1.0,4.971911647797203,26,278.54948450000006,12,0.4750491000000001,66.07938290000003,19,76.5141548899424,67.80880399908528,34,Wal
Typical,alligator,reptile,mammal,gpt2-xl,7,3.4222648,6.9828596,1.0,0.0014347202295552368,-1.3752244,-8.464922,5.8340336,-3.7502769999999996,284.6103427,0,5.470154600000001,5.470154600000001,0.625,14.929382958167825,33,333.93558571,20,76.51401668999999,72.0512272,25,114.77759543429413,60.247875800298004,35,Alligator
Typical,chameleon,reptile,insect,gpt2-xl,8,3.9556024,7.0938997,0.5,0.0012903225806451613,-1.8742341,-8.578911,3.3661471,-2.3680617,301.97964509999997,0,3.276204,3.276204,0.6666666666666666,11.603424431886024,35,334.806562,18,38.8873044,59.17835509999999,18,81.62760834644413,41.20354202410793,30,Chamaeleon
Typical,falcon,bird,reptile,gpt2-xl,9,3.6207778,7.0259724,1.0,0.2,-1.4486142,-4.1584663,6.6073998,4.8476107,245.16473526,0,0.0,0.0,0.020833333333333332,24.017436036396447,24,205.796057749,23,267.48149585100003,0.0,33,164.62065014607097,14.315985894748078,33,Falke
Typical,goldfish,fish,amphibian,gpt2-xl,10,3.7870095,6.5970974,0.5,0.2,-1.7486821,-4.437933,5.8058269000000005,2.3348107000000002,259.5978938,0,0.9562430000000006,0.0,0.041666666666666664,23.094672831750472,26,193.83344879999999,0,187.63991339999998,0.9562430000000006,0,120.01852039038992,31.94803247242309,30,Goldfisch
Typical,shark,fish,mammal,gpt2-xl,11,2.9772482,6.694455,1.0,0.2,-0.6533886,-3.9380147,5.4081911,-0.2668843000000001,250.0406055,0,0.8050946999999997,0.8050946999999997,0.5416666666666666,19.091330216082945,33,195.98259769999999,0,114.5041193,1.7354255000000003,0,108.04345049880222,64.17861227534769,35,Hai
Typical,dog,mammal,insect,gpt2-xl,12,4.601514,6.87191,0.5,0.14285714285714285,-2.6530557,-4.7247252,5.189377800000001,2.9288574,265.9213578,0,2.386130999999999,0.0,0.16666666666666666,9.16173895610374,32,279.72735249999994,12,147.4784642,10.563901999999999,12,154.02514048834988,8.048736792829889,34,Hund
Typical,rabbit,mammal,reptile,gpt2-xl,13,4.417877,6.819544,0.16666666666666666,0.14285714285714285,-3.4658532,-4.7841444,4.6407978,4.214739600000001,274.3230102,0,0.827354999999999,0.0,0.041666666666666664,6.727581888500019,19,285.11827719999997,12,186.8363749,0.827354999999999,12,133.94887758339453,10.480945525116319,12,Kaninchen
Typical,cat,mammal,reptile,gpt2-xl,14,4.5255675,6.7020416,0.2,0.3333333333333333,-2.8899546,-3.892154,2.35329,4.882961,256.5209841,0,0.491124000000001,0.0,0.0625,11.268830136667724,19,266.9886805,12,166.13381149999995,0.49470800000000104,12,116.26279798728532,11.364534479422106,12,Katze
Typical,rattlesnake,reptile,amphibian,gpt2-xl,15,2.4168646,7.2454705,0.14285714285714285,0.0007067137809187279,-4.606835,-9.276831,3.0235665999999997,-2.4671259999999995,265.01384155,0,2.4671259999999995,2.4671259999999995,0.625,4.229954665512242,32,383.4571363,25,49.28292660000001,36.08504149999999,42,68.87967306480512,27.058141705491337,35,Klapperschlange
Typical,salmon,fish,mammal,gpt2-xl,16,3.6736956,6.7814555,1.0,0.25,-1.0639762,-3.9841487,6.1327408,0.6826583000000004,241.92340348,0,0.001377000000001516,0.0,0.041666666666666664,24.0139908003218,25,181.50691092,0,188.58104777999998,0.001377000000001516,0,150.65986063143825,42.80336061354786,30,Lachs
Typical,lion,mammal,fish,gpt2-xl,17,4.6801157,6.928812,0.07142857142857142,0.058823529411764705,-4.704585,-5.2221756,2.5719186,-1.3549902,280.1531975,0,2.7051049999999996,2.4054717000000005,0.6666666666666666,6.2665072854299435,34,304.11638669999996,12,44.251115799999994,49.777186900000004,19,117.36147267766692,34.74366547151774,34,Loewe
Typical,horse,mammal,bird,gpt2-xl,18,4.087878,7.06463,0.14285714285714285,0.04,-3.9971187,-5.4877734,1.9803889,-0.24605370000000004,287.99515940000003,0,2.221514000000001,0.48790000000000155,0.5625,4.895103741615722,38,312.7953047,12,41.12408220000001,21.944329200000006,7,95.48484729004386,12.41013288483068,28,Pferd
Typical,sparrow,bird,mammal,gpt2-xl,19,4.2654305,6.8651266,1.0,0.14285714285714285,-0.9732301,-4.7457237,6.5480199,-1.3619115000000002,240.57543694,0,1.9577861000000003,1.9577861000000003,0.5625,22.365529841259367,26,224.558710433,1,158.85510586700002,19.736361900000006,33,156.2550962727014,41.77191514094266,33,Spatz
Atypical,eel,fish,reptile,gpt2,1,8.348986,7.8513126,0.03333333333333333,0.015151515151515152,-6.115345,-6.2910647,1.3836365000000006,5.0207063000000005,90.0522459,7,0.29657599999999995,0.0,0.16666666666666666,0.31863652417219807,8,87.05758359999999,0,39.14156890000002,0.29657599999999995,0,3.794876951811794,2.8412947261839596,3,Aal
Atypical,bat,mammal,bird,gpt2,2,8.691898,7.7241583,0.005263157894736842,0.008264462809917356,-7.403557,-6.8500805,-0.8131487000000002,-1.9147004999999995,93.219284,5,1.1015517999999993,1.1015517999999993,1.0,0.18901926978278083,6,92.8207925,0,0.23273549999999954,9.679348000000001,5,6.573064864545603,0.0,6,Fledermaus
Atypical,penguin,bird,fish,gpt2,3,8.417591,7.7080545,0.027777777777777776,0.14285714285714285,-6.12162,-4.9570026,-0.05962349999999983,0.4123039999999998,90.3817602,5,1.2213874999999996,0.5268500000000005,1.0,1.0905392265645384,7,77.09451959999998,2,6.642990000000001,3.5643328999999984,2,1.914360098408233,0.0,6,Pinguin
Atypical,butterfly,insect,bird,gpt2,4,8.59043,7.7566905,0.029411764705882353,0.0023584905660377358,-6.2402344,-7.829567,-0.39957440000000055,-2.7198573,92.68800259999998,5,3.1495906,2.3202828999999996,1.0,0.8636089804232185,8,89.5548371,0,0.8581367000000011,11.963337600000001,0,4.919075857945305,0.0,6,Schmetterling
Atypical,sea lion,mammal,fish,gpt2,5,8.1454525,7.803218,0.010101010101010102,0.0049261083743842365,-6.7797074,-7.247299,-0.7844848000000004,-2.1828936,90.04569049999999,5,1.9697036999999993,1.9697036999999993,1.0,1.2486472115108493,8,85.0666604,5,4.6826194999999995,14.048510199999999,6,10.810651807353644,0.0,6,Seeloewe
Atypical,whale,mammal,fish,gpt2,6,8.405638,7.771045,0.01694915254237288,0.007936507936507936,-6.504925,-6.931403,-0.7912295,-1.4218825000000006,90.91652609999998,5,1.3860195000000006,1.3860195000000006,1.0,1.152698587008403,7,84.00047919999999,1,5.6884665000000005,11.162672800000001,6,9.964765232089578,0.0,6,Wal
Typical,alligator,reptile,mammal,gpt2,7,8.142656,7.7147202,0.014925373134328358,0.00019584802193497845,-6.5405245,-10.860779,0.6196134999999998,-4.221413000000001,89.4881232,5,4.388829000000001,4.388829000000001,1.0,0.20981579781780504,9,116.8305249,8,0.6196134999999998,31.499577000000002,9,2.513524752775202e-15,6.716461424409005,1,Alligator
Typical,chameleon,reptile,insect,gpt2,8,8.595741,7.79276,0.006493506493506494,0.00016943409013893597,-7.2503877,-11.059629,-0.11057570000000005,-3.1965455999999994,91.7802229,5,3.8285033000000013,3.6416386000000003,1.0,0.0424234683391065,9,120.8847813,0,0.5942879999999988,29.223123699999995,9,2.6074543135464995e-15,3.8825865666116903,1,Chamaeleon
Typical,falcon,bird,reptile,gpt2,9,8.385015,7.769723,0.1,0.08333333333333333,-5.3422804,-5.120267,2.8008115999999994,6.4694970000000005,91.53555200000001,5,0.0,0.0,0.08333333333333333,1.845344658937909,8,77.22730949999999,2,49.6207467,0.0,2,4.032220572721333e-15,0.9192160225268371,4,Falke
Typical,goldfish,fish,amphibian,gpt2,10,8.377802,7.82783,0.3333333333333333,0.07142857142857142,-4.650936,-5.180433,3.2357637000000006,4.2728055,90.6131789,5,0.0,0.0,0.08333333333333333,2.921122791727314,8,72.3151881,0,33.9860181,0.0,0,2.941758742725906e-15,8.183187768390551,4,Goldfisch
Typical,shark,fish,mammal,gpt2,11,8.322532,7.7541404,0.09090909090909091,0.038461538461538464,-5.353009,-5.524684,1.6919940000000002,1.4625864000000002,90.6797883,5,2.0509380000000004,1.6646080000000003,0.9166666666666666,1.1598900226431301,8,77.4866135,0,13.661643599999998,4.817843700000001,0,2.0285856739075023e-15,10.868221030671643,5,Hai
Typical,dog,mammal,insect,gpt2,12,8.620842,7.6187415,0.0136986301369863,0.008620689655172414,-6.8505163,-6.8602414,0.9517060000000006,1.1153556,91.95789289999999,5,1.0145485,0.0,0.3333333333333333,0.7610804601993064,7,87.4438096,1,11.2564855,1.7227104999999998,2,4.5661106687698485,1.25286446809278,6,Hund
Typical,rabbit,mammal,reptile,gpt2,13,8.56122,7.679766,0.03333333333333333,0.009433962264150943,-6.23817,-6.7090373,1.5871126000000002,4.8729517,91.3204685,5,0.0,0.0,0.08333333333333333,1.3196122258629641,8,84.13277399999998,0,42.681628499999995,0.0,1,6.314266187361917,0.0,6,Kaninchen
Typical,cat,mammal,reptile,gpt2,14,8.6961565,7.6816616,0.01639344262295082,0.006802721088435374,-6.790916,-6.978896,1.29493,4.812504,92.70815479999999,5,0.0,0.0,0.08333333333333333,0.6600093724304003,7,88.4329964,1,40.6941542,0.0,1,6.948342258147941,0.0,6,Katze
Typical,rattlesnake,reptile,amphibian,gpt2,15,8.225177,7.6220093,0.007751937984496124,0.00015160703456640388,-7.0117865,-11.395527,0.29046649999999996,-1.9140800000000002,88.93553469999999,5,3.388021,3.388021,0.9166666666666666,0.05798191743980298,9,121.9755555,0,1.222442599999999,16.737233200000002,7,1.6000120365902473e-15,7.399229917867056,0,Klapperschlange
Typical,salmon,fish,mammal,gpt2,16,8.388862,7.711,0.25,0.07142857142857142,-4.9284053,-5.1497793,3.0323487,1.9571371000000006,89.528829,5,1.9772679999999987,0.5808792,0.75,2.978192839130077,8,71.520549,0,23.075807700000002,2.5581471999999987,0,2.8659181759491e-15,8.565771739650735,5,Lachs
Typical,lion,mammal,fish,gpt2,17,8.416764,7.76196,0.01098901098901099,0.006944444444444444,-6.8226194,-6.99872,-0.3598023999999995,-1.6623246999999992,92.23294609999999,5,2.0069186000000014,2.0069186000000014,1.0,0.9490498584911247,8,87.42678990000002,1,5.0931913,10.787296300000001,5,9.396866119786631,0.0,6,Loewe
Typical,horse,mammal,bird,gpt2,18,8.588039,7.7537384,0.007692307692307693,0.006172839506172839,-7.149074,-7.0790386,-0.44856249999999953,-1.7905577999999993,92.87357899999999,5,1.3419952999999998,1.3419952999999998,1.0,0.46821498387073396,6,90.4877284,1,1.5431811,8.884233599999996,6,8.556626885048237,0.9871807660300495,6,Pferd
Typical,sparrow,bird,mammal,gpt2,19,8.303949,7.7853646,0.04,0.125,-6.0524187,-5.0628433,1.8559647000000004,1.7777897000000005,90.0810943,5,0.039977999999999625,0.039977999999999625,0.75,2.286498532665183,8,77.2986968,2,13.236385900000002,0.039977999999999625,2,2.3344311594609735e-15,5.425870637864548,5,Spatz
