entity,correct,incorrect,model,item_id,condition,output_entropy,midpoint_entropy,output_rank_correct,midpoint_rank_correct,output_logprob_correct,midpoint_logprob_correct,output_logprobdiff,midpoint_logprobdiff,auc_entropy,layer_biggest_change_entropy,twostage_magnitude,twostage_magnitude_latter34,twostage_layer,auc_rank_correct,layer_biggest_change_rank_correct,auc_logprob_correct,layer_biggest_change_logprob_correct,auc_logprobdiff_pos,auc_logprobdiff_neg,layer_biggest_change_logprobdiff,auc_boosting_pos,auc_boosting_neg,layer_argmax_boosting
Tennessee,Nashville,Memphis,gpt2-xl,62,no_competitor,4.979593,6.198232,0.3333333333333333,0.0005515719801434088,-2.7984817,-10.072039,2.2926667,1.024782,283.90218450000003,0,0.9220279999999992,0.0,0.22916666666666666,12.599752979148583,30,351.516802,28,67.8065862,2.9617080000000016,33,73.23690538534782,14.75526180267451,33
Australia,Canberra,Sydney,gpt2,1,has_competitor,7.3699284,6.2255154,0.004132231404958678,0.0006747638326585695,-7.736475,-9.843108,-0.9743576000000003,1.1415659999999992,83.80415280000001,4,0.0,0.0,1.0,0.11655497266235007,8,115.146181,8,4.909062,1.9926066000000002,4,1.5174423211442831,0.0,3
Brazil,Brasilia,Rio de Janeiro,gpt2,2,has_competitor,7.267497,6.20148,0.006756756756756757,0.00028694404591104734,-7.2593403,-10.919347,-0.5174026999999999,-1.089500000000001,83.42910370000001,4,1.6911033,1.6911033,1.0,0.12086579569473284,8,122.20674970000002,8,1.4120613999999998,8.5807551,9,2.3186495625660927e-15,2.2607077266052946,4
Canada,Ottawa,Toronto,gpt2,3,has_competitor,7.2311325,6.226779,0.004424778761061947,0.0005070993914807302,-7.6440363,-10.198403,-0.7965013000000001,0.7697309999999984,83.2875524,4,0.0,0.0,1.0,0.06098611291072137,8,115.72657459999999,8,1.8385469999999984,1.8528275999999977,4,1.7857037409217003e-15,0.0,4
India,New Delhi,Mumbai,gpt2,4,has_competitor,7.184228,6.198229,0.02127659574468085,0.00078064012490242,-6.186694,-9.650534,1.3202439999999998,2.225626,81.8811433,4,1.3820227000000003,1.3820227000000003,0.9166666666666666,0.06005594140662597,9,106.0017547,3,18.2442408,1.3820227000000003,0,3.940715162903131,0.0,3
Morrocco,Rabat,Marrakesh,gpt2,5,has_competitor,7.1970224,6.150087,0.0003116235587410408,7.728572532653218e-05,-10.362299,-12.785909,-2.9667664,-3.0305180000000007,83.0769037,4,0.7889346000000002,0.7889346000000002,1.0,0.0010226911525617996,10,150.851306,0,0.0,30.761968700000004,9,3.1209915107345545e-15,0.0,2
New Zealand,Wellington,Auckland,gpt2,6,has_competitor,7.4325275,6.118616,0.006993006993006993,0.00032278889606197545,-7.252629,-10.828297,-0.5271226999999996,0.7727330000000006,83.64617660000002,4,0.9705484000000002,0.9705484000000002,1.0,0.05529152618685667,8,120.43201769999999,8,5.972956999999997,4.0919792999999975,2,2.0651570714502888e-15,0.09886571701333859,2
Pakistan,Islamabad,Karachi,gpt2,7,has_competitor,7.025733,6.1267605,0.010752688172043012,0.0004,-6.767516,-10.535586,0.6174623000000006,2.1744179999999993,82.9864238,4,0.0,0.0,0.08333333333333333,0.47384526905774754,8,111.684014,8,18.957305299999994,0.0,4,1.7421264944830176e-15,0.0,4
South Africa,Pretoria,Johannesburg,gpt2,8,has_competitor,7.394517,6.0644755,0.0014771048744460858,5.633485437440144e-05,-8.733225,-13.919371,-1.3928151999999994,-1.2993159999999992,82.9495296,4,1.1748878000000023,1.0277608000000011,1.0,0.004579873352958658,8,147.20101500000004,8,0.0,19.4150992,0,2.6632249438009537e-15,0.0,8
Switzerland,Bern,Zurich,gpt2,9,has_competitor,7.1328893,6.3147864,0.0015600624024961,0.00016490765171503957,-8.710824,-11.781943,-0.7885055000000003,-0.9377820000000003,83.6814413,4,1.8994485,1.8994485,1.0,0.0058079573181409015,9,132.678144,8,2.5657039999999984,11.545043100000001,9,3.1594272215441438e-15,1.6573138871856277,5
Turkey,Ankara,Istanbul,gpt2,10,has_competitor,6.8499384,5.9600587,0.006578947368421052,0.0004928536224741252,-7.2929325,-10.298247,-0.0933837999999998,0.4998699999999996,82.0810115,10,0.6918582000000004,0.0,1.0,0.6518779232179586,8,106.76498470000001,8,7.792093699999999,0.8786258,0,5.51774587858387,1.203627339550595,8
United Arab Emirates,Abu Dhabi,Dubai,gpt2,11,has_competitor,6.8235598,5.997223,0.006369426751592357,0.00035932446999640676,-7.36623,-10.772799,0.8184184999999999,1.1702780000000015,81.4749001,4,0.0050709999999991595,0.0050709999999991595,0.6666666666666666,0.06756630374245565,8,117.32887930000001,8,10.6193002,0.0050709999999991595,0,1.8839077465616266e-15,4.890708500086559,5
Alabama,Montgomery,Birmingham,gpt2,12,has_competitor,7.2825174,6.2148495,0.0038314176245210726,0.0004344048653344917,-7.828388,-10.366015,-0.7214660000000004,0.4010359999999995,83.9603584,4,0.22690759999999965,0.22690759999999965,1.0,0.020618667601296117,8,116.8944936,8,9.526858,3.101774,9,1.6286293969837678e-15,0.0,3
Alaska,Juneau,Anchorage,gpt2,13,has_competitor,7.3254194,6.3424788,0.0006406149903907751,0.0003057169061449098,-9.548041,-10.809314,-1.6294093999999992,1.9637960000000003,84.92595860000002,4,1.6505316000000008,1.6505316000000008,1.0,0.004056035702466032,7,128.666418,0,13.505329000000001,8.2399534,0,4.371364300717548e-15,0.0,8
California,Sacramento,Los Angeles,gpt2,14,has_competitor,7.361261,6.3102665,0.004975124378109453,0.00019083969465648855,-7.5849457,-11.454878,-1.378151,-1.246461,84.4131302,4,0.7045784999999993,0.34045600000000054,1.0,0.03148815944404883,8,125.43573780000001,5,0.0,15.568629999999995,0,9.2700999820962e-16,4.741320175651453,7
Connecticut,Hartford,Bridgeport,gpt2,15,has_competitor,7.357012,6.3464932,0.002369668246445498,0.00011596892032935173,-8.274133,-12.221234,1.0235135,-1.1077105000000014,84.6168557,10,1.3038340000000002,1.3038340000000002,0.5833333333333334,0.014576569465009258,8,133.5163165,8,6.429804,3.960742500000004,8,2.901193603347473e-15,0.0,8
Delaware,Dover,Wilmington,gpt2,16,has_competitor,7.264642,6.3271427,0.000856898029134533,0.00011641443538998836,-9.228505,-12.2291,-1.102836,0.08508199999999988,83.57417609999999,4,5.193760500000002,0.575628,1.0,0.003382863697279454,9,147.97360200000003,8,0.10568899999999992,17.981126800000002,0,3.029312240223413e-15,0.0,3
Florida,Tallahassee,Jacksonville,gpt2,17,has_competitor,7.396899,6.394377,0.004310344827586207,0.0003755163349605708,-7.7042093,-10.459905,0.555656700000001,0.8418990000000015,84.90153160000001,4,0.7132164000000012,0.7132164000000012,0.9166666666666666,0.013567335498743067,9,129.29007190000002,8,5.686486500000003,1.7851119000000013,9,3.101956991820853e-15,0.0,1
Illinois,Springfield,Chicago,gpt2,18,has_competitor,7.3633404,6.305256,0.003472222222222222,0.00048216007714561236,-7.896105,-10.203678,-1.327019,-1.437469,84.34023540000001,4,1.3650199999999995,0.24169700000000027,1.0,0.024917266312572448,8,116.8416017,5,0.0,17.3640997,0,1.6421319437387522e-15,0.0,2
Kansas,Topeka,Wichita,gpt2,19,has_competitor,7.429642,6.332023,0.001584786053882726,0.0002271178741766977,-8.641688,-11.136028,-0.9430310000000004,1.4999870000000008,84.31000859999999,4,2.3366777999999986,2.3366777999999986,1.0,0.005577725480626308,9,125.48843950000001,3,15.899791,6.180058,9,4.325203599496551e-15,0.0,8
Kentucky,Frankfort,Louisville,gpt2,20,has_competitor,7.3699875,6.3333273,0.0011363636363636363,0.00016688918558077436,-8.965369,-11.623945,-1.6920393000000011,-0.30247950000000046,84.1501878,4,1.1484241999999991,1.1484241999999991,1.0,0.004485973420447755,10,132.801824,0,1.0704220000000042,9.687263800000002,10,2.947359507360785e-15,0.0,8
Louisiana,Baton Rouge,New Orleans,gpt2,21,has_competitor,7.2694874,6.2406197,0.0032679738562091504,8.231807704972011e-05,-7.9299407,-12.920329,-1.8336563000000003,-4.103432,83.8626794,4,3.5329116999999988,3.5329116999999988,1.0,0.01888152558947631,8,139.6427454,8,0.0,38.3987833,8,2.9853936328000763e-15,0.0,2
Maine,Augusta,Portland,gpt2,22,has_competitor,7.4081106,6.391225,0.0017035775127768314,0.00015332720024532353,-8.57247,-11.69552,-1.608421599999999,-0.9767069999999993,84.9092338,10,1.2813614000000006,0.34507740000000187,1.0,0.010967955052828588,8,132.30019000000001,5,0.0,18.6850451,2,2.9014423257245226e-15,0.0,4
Maryland,Annapolis,Baltimore,gpt2,23,has_competitor,7.3243136,6.3473606,0.005681818181818182,0.0037174721189591076,-7.43699,-7.742292,-1.1052399999999993,0.9217839999999997,84.57811129999999,10,4.500357999999999,1.3328263000000007,1.0,0.04846803550768319,5,110.03045619999999,0,2.8774522000000005,15.689805,0,3.623816912125483e-15,0.0,2
Michigan,Lansing,Detroit,gpt2,24,has_competitor,7.3937116,6.3827295,0.001937984496124031,0.00020567667626491157,-8.444389,-11.343953,-1.7934642999999992,-2.1648520000000016,84.68973380000001,4,1.485632700000001,1.3357067000000002,1.0,0.017119490726297957,8,133.854164,8,0.0,28.055008100000002,8,1.84696019952208e-15,0.0,1
Minnesota,St. Paul,Minneapolis,gpt2,25,has_competitor,7.3900404,6.3062057,0.02631578947368421,0.0007137758743754461,-5.950589,-9.666345,1.6185,0.8038900000000009,84.2790784,10,5.04848,0.9414902999999999,0.9166666666666666,0.05844323640734354,9,113.98468799999999,0,7.959333700000003,6.448327299999999,0,3.5192167443295505e-15,0.0,2
Montana,Helena,Billings,gpt2,26,has_competitor,7.41374,6.387581,0.0007898894154818325,4.097688903458449e-05,-9.317117,-14.523701,-1.4525989999999993,-5.689577000000002,84.7622901,4,4.359111000000002,4.359111000000002,1.0,0.002413864155972154,9,160.31488900000002,8,0.1050210000000007,44.129765,8,3.294947532451929e-15,0.7471223478619422,2
Nebraska,Lincoln,Omaha,gpt2,27,has_competitor,7.3721843,6.2943344,0.010869565217391304,0.0018281535648994515,-6.8399563,-8.579898,1.0365216999999998,3.1999080000000006,84.4407419,4,0.0,0.0,0.08333333333333333,0.07159324879088486,8,107.3633904,0,26.795050000000003,0.0,3,2.1398266176822408e-15,0.0,3
Nevada,Carson City,Las Vegas,gpt2,28,has_competitor,7.329749,6.3799343,0.0016474464579901153,0.00027948574622694243,-8.627565,-10.891972,-2.7099606000000005,-0.3297085000000006,85.03134969999999,4,0.0,0.0,1.0,0.008824614949934266,8,126.290188,8,5.339862000000002,8.715796099999999,2,2.4633319288022368e-15,0.0,4
New Hampshire,Concord,Manchester,gpt2,29,has_competitor,7.3805485,6.1926527,0.001004016064257028,3.9614942756407714e-05,-9.072427,-14.799045,-0.688934999999999,-4.622964,83.4024186,4,3.9340290000000007,3.9340290000000007,1.0,0.0025752064535662974,8,160.378908,0,0.0,34.337742000000006,5,2.136848659108057e-15,0.4663056512539811,4
New Jersey,Trenton,Newark,gpt2,30,has_competitor,7.440624,6.30707,0.0013679890560875513,0.0003114294612270321,-8.760498,-10.768577,-1.0371394,-0.2624620000000011,84.5787548,10,1.5941315999999999,0.7344009000000007,1.0,0.00893836125458436,8,126.24149849999999,5,2.127606499999999,9.007097900000002,0,3.0417780377026685e-15,0.0,4
New Mexico,Santa Fe,Albuquerque,gpt2,31,has_competitor,7.3206,6.241514,0.0032258064516129032,0.0005675368898978433,-7.958516,-10.007519,-0.14230330000000002,2.3155590000000004,84.4873416,4,0.4537506999999996,0.4537506999999996,1.0,0.028276205612728235,8,114.78632199999998,5,19.4060994,1.4711572999999998,0,3.769931075115166,1.302271869902948,3
New York,Albany,New York,gpt2,32,has_competitor,7.45704,6.0760775,0.0014705882352941176,0.00023020257826887662,-8.732386,-11.235699,-3.184411,-2.5657429999999994,83.69206880000002,4,2.008791500000002,0.5370569999999999,1.0,0.014426645826027438,8,133.2763337,5,0.0,36.0033362,5,1.9121692937696186e-15,3.1911415543317916,0
North Carolina,Raleigh,Charlotte,gpt2,33,has_competitor,7.253007,6.2416716,0.0047169811320754715,0.00013283740701381508,-7.611432,-12.1353245,-0.7418209999999998,-1.1767465000000001,83.47205209999998,4,1.0030450000000002,0.8409309999999994,1.0,0.024732931181294993,8,130.6356649,8,1.9149570000000011,10.479527899999999,3,2.000508123862643e-15,0.0,1
North Dakota,Bismarck,Fargo,gpt2,34,has_competitor,7.1713467,6.191084,0.012195121951219513,0.002421307506053269,-6.7298956,-8.260876,2.3236374,6.446693,82.69407700000001,4,3.257839999999998,0.0,0.16666666666666666,0.048003763405910435,9,103.6593083,0,48.4747317,3.257839999999998,0,4.8190576629956585e-15,0.0,0
Oregon,Salem,Portland,gpt2,35,has_competitor,7.4302864,6.373534,0.001996007984031936,5.948132286462051e-05,-8.429694,-13.551324,-1.8372113999999993,-2.973839999999999,84.9309841,4,1.5259899000000017,1.5259899000000017,1.0,0.006081626667802025,8,135.9002545,5,0.35912700000000086,25.780800899999996,2,4.244225729520907e-15,0.0,4
Pennsylvania,Harrisburg,Philadelphia,gpt2,36,has_competitor,7.4134636,6.442183,0.0038314176245210726,0.0002463661000246366,-7.826082,-11.059355,-0.9791334000000003,-1.5092390000000009,85.0722389,10,3.1412505999999993,1.4369540999999995,1.0,0.012836409492193255,9,127.65082629999998,0,0.0,22.548714600000004,0,2.433375984917724e-15,0.0,5
South Dakota,Pierre,Sioux Falls,gpt2,37,has_competitor,7.3294735,6.2004514,0.00014585764294049007,0.00012851818532322323,-11.172471,-12.143896,-2.5641560000000005,2.288049000000001,83.2785088,4,0.5508112999999986,0.5508112999999986,1.0,0.0015574585628026787,6,141.884555,3,15.5285245,9.2815269,2,4.904466515821403e-15,0.0,8
Texas,Austin,Houston,gpt2,38,has_competitor,7.2950745,6.237179,0.009900990099009901,0.0036900369003690036,-6.9063015,-7.8122997,0.05727390000000021,1.5345483,83.97196880000001,10,0.31733099999999936,0.0,0.3333333333333333,0.16425526807892932,8,98.61858579999999,3,5.117470000000002,0.4269189999999998,3,2.139745850525354e-15,0.0,3
Vermont,Montpelier,Burlington,gpt2,39,has_competitor,7.3444357,6.365648,0.0013550135501355014,0.00011868027533823879,-8.782694,-12.178137,-0.9285884999999992,-1.8224850000000004,84.17180809999999,10,1.1530748000000015,1.1530748000000015,1.0,0.00468258314099817,9,136.7245755,5,0.6501140000000021,12.056340299999999,7,3.0824311393694225e-15,0.0,8
Virginia,Richmond,Virginia Beach,gpt2,40,has_competitor,7.3751297,6.3771877,0.005,0.0001278118609406953,-7.588184,-12.022205,-1.2813720000000002,-2.9077409999999997,84.6533628,4,1.6263689999999995,1.6263689999999995,1.0,0.03195744141429344,8,124.20759830000002,5,0.0,21.810897100000002,5,1.702883339210573e-15,0.0,4
Washington,Olympia,Seattle,gpt2,41,has_competitor,7.3387704,6.035597,0.0004854368932038835,8.791208791208791e-05,-9.847278,-12.850172,-2.434280799999999,-3.796076000000001,83.4499349,4,3.7375292000000018,1.791801900000002,1.0,0.0015170935465699646,10,153.1286295,3,0.0,48.15695109999999,0,2.8987009290326516e-15,0.0,5
Wisconsin,Madison,Milwaukee,gpt2,42,has_competitor,7.40474,6.2621975,0.012345679012345678,0.0007686395080707148,-6.725318,-9.604473,0.3974074999999999,1.2134339999999995,84.16769980000001,4,0.6037710000000001,0.0,0.3333333333333333,0.09712877511108697,8,109.4162973,5,10.929351200000003,0.6037710000000001,2,1.5052817752371332,0.0,3
Austria,Vienna,Graz,gpt2,43,no_competitor,7.114069,6.141354,0.00546448087431694,0.000554016620498615,-7.535753,-10.064077,-1.3249819999999994,-2.0820394999999996,83.24801810000001,4,2.2230640000000017,2.2230640000000017,1.0,0.16360768398743716,8,109.58852900000001,8,7.600383300000001,17.449820100000004,8,2.241305003424823,0.054282274896332514,5
Egypt,Cairo,Alexandria,gpt2,44,no_competitor,7.057986,5.997685,0.015625,0.00037064492216456633,-6.4436655,-10.676695,1.1902542,1.5429049999999993,82.61401059999999,4,1.1627790000000005,0.0,0.25,0.33322345413541865,8,112.38769260000001,8,10.9456114,1.6302665000000012,8,2.0697996987651393,0.0,3
France,Paris,Marseille,gpt2,45,no_competitor,7.2349052,6.0647454,0.023809523809523808,0.0007309941520467836,-6.072011,-9.769678,2.295433000000001,2.991510999999999,83.2928328,4,0.0453374999999987,0.0,0.16666666666666666,0.37718921703198116,8,104.6402756,5,27.924966400000002,0.0453374999999987,0,5.595598694216226,0.0,5
Germany,Berlin,Hamburg,gpt2,46,no_competitor,7.251204,6.036815,0.02127659574468085,0.0023094688221709007,-6.154564,-8.341561,1.7094114999999999,2.802071999999999,82.2404467,4,0.0,0.0,0.08333333333333333,0.6706741613647924,8,96.6565679,8,26.689747599999997,0.0,2,3.855269676805236,0.0,3
Italy,Rome,Milan,gpt2,47,no_competitor,7.25262,6.208438,0.038461538461538464,0.0009900990099009901,-5.6884933,-9.324461,0.7163313999999996,0.7128800000000002,83.79127400000002,4,1.6005640000000003,0.0,0.16666666666666666,0.37688547339989514,8,105.60013670000002,8,5.813816500000001,1.6005640000000003,0,1.8427219058016386e-15,0.0,1
Japan,Tokyo,Yokohama,gpt2,48,no_competitor,7.203577,6.2405376,0.017241379310344827,0.0007163323782234957,-6.270115,-9.743342,3.274399,6.34933,82.8526973,4,0.0,0.0,0.08333333333333333,0.3546000553030946,8,109.3417921,8,57.6405349,0.0,2,1.1097282071657841,0.0,3
Korea,Seoul,Busan,gpt2,49,no_competitor,6.969614,6.1396656,0.007692307692307693,0.0009578544061302681,-7.082815,-9.388009,1.4902189999999997,1.906222999999999,81.84771090000001,4,0.9074229999999996,0.0,0.16666666666666666,0.2991754125625001,8,106.42100640000001,8,26.984591599999995,0.9074229999999996,5,7.724482205447453,0.0,3
Russia,Moscow,Saint Petersburg,gpt2,50,no_competitor,7.165421,6.1727324,0.012658227848101266,0.0008833922261484099,-6.6540213,-9.445521,1.8854527,1.3916010000000014,82.59998189999999,8,0.8474740000000001,0.0,0.16666666666666666,0.7175454706413882,8,104.99974050000002,8,22.539489000000003,0.8474740000000001,8,1.1637990734699875,0.7985880331659893,5
Spain,Madrid,Barcelona,gpt2,51,no_competitor,7.10076,6.114401,0.02127659574468085,0.00066711140760507,-6.066353,-9.852885,0.22088599999999925,0.040421999999999514,82.92004139999999,4,0.08958099999999902,0.08958099999999902,0.4166666666666667,0.4401772001292197,8,106.8784804,8,5.230618999999998,0.08958099999999902,5,3.014097142253415,0.0,3
Sweden,Stockholm,Gothenburg,gpt2,52,no_competitor,7.3226595,6.2268386,0.005649717514124294,0.00012851818532322323,-7.4058228,-12.151398,0.9397121999999998,0.886080999999999,83.9285241,4,0.0,0.0,0.08333333333333333,0.12157672633570461,8,127.7320348,8,18.366124199999998,0.0,8,0.27727804720698984,0.0,3
United Kingdom,London,Birmingham,gpt2,53,no_competitor,7.1558027,6.1937203,0.047619047619047616,0.000925925925925926,-5.447732,-9.412434,2.4341507,3.0570710000000005,83.01545469999999,4,0.0,0.0,0.08333333333333333,0.3249632271607527,8,102.86595890000001,8,29.950437800000003,0.0,0,1.3868777907785075,0.0,3
Arizona,Phoenix,Tucson,gpt2,54,no_competitor,7.300644,6.36719,0.012048192771084338,0.0002339728591483388,-6.6952915,-11.118351,0.8220139,0.2018299999999993,84.95187220000001,10,0.6657583000000002,0.6657583000000002,1.0,0.03726544306155796,9,118.48605639999998,8,10.6538404,0.8556703999999993,10,2.2470622165686324e-15,0.06996747745075314,8
Colorado,Denver,Colorado Springs,gpt2,55,no_competitor,7.373256,6.368598,0.014492753623188406,0.0019011406844106464,-6.585106,-8.545521,-0.08381659999999957,0.18692499999999868,84.4552666,4,0.4013290000000005,0.4013290000000005,1.0,0.1720104380121966,8,99.1280703,8,4.1264252999999975,1.6342928000000017,10,1.3562181077912643e-15,0.0,0
Georgia,Atlanta,Augusta,gpt2,56,no_competitor,7.4042068,6.2542315,0.008771929824561403,0.0003399048266485384,-7.030244,-10.669096,1.7162930000000003,1.3907179999999997,84.3740397,4,0.0,0.0,0.08333333333333333,0.06709678558762175,8,119.03716519999999,8,15.681937099999999,0.0,7,1.923102177271123e-15,0.0,7
Hawaii,Honolulu,Hilo,gpt2,57,no_competitor,7.4128275,6.2694845,0.004651162790697674,0.00020483408439164277,-7.682146,-11.373549,-2.008438,-3.597258000000001,84.45482080000001,4,3.443764,3.295974,1.0,0.04528231802922118,8,125.05166270000001,8,2.5754452,31.683145500000002,8,4.92194740702805,0.0,1
Idaho,Boise,Meridian,gpt2,58,no_competitor,7.405688,6.3141656,0.00425531914893617,0.00014027212792818068,-7.7267504,-11.915523,2.3363116,1.1685800000000004,84.47416129999999,4,0.0,0.0,0.08333333333333333,0.043521730643880326,8,129.0017751,8,21.094793900000006,0.0,8,3.3499604131685348e-15,0.0,8
Massachusetts,Boston,Worcester,gpt2,59,no_competitor,7.366766,6.332342,0.02127659574468085,0.0005595970900951316,-6.2374954,-9.989886,2.1229625999999993,2.6485079999999996,84.49210829999998,10,0.0,0.0,0.08333333333333333,0.1072974977924069,8,108.45526140000001,8,31.2396551,0.0,1,2.1888798856162556e-15,0.0,5
Ohio,Columbus,Cleveland,gpt2,60,no_competitor,7.340311,6.3499217,0.014285714285714285,0.0006009615384615385,-6.636841,-9.893951,0.11598949999999952,-0.6101960000000002,84.1826505,4,3.0747719999999994,1.873861999999999,0.9166666666666666,0.06657326181484545,8,117.60428220000001,5,0.27276969999999956,11.5807204,0,1.9132615498197062e-15,0.0,4
Rhode Island,Providence,Warwick,gpt2,61,no_competitor,7.4027424,6.2635827,0.004366812227074236,8.528057308545113e-05,-7.7219925,-12.837585,2.944206500000001,2.1638859999999998,83.9496143,4,0.0,0.0,0.08333333333333333,0.01545590130074461,8,137.9823644,8,26.079934100000003,0.0,8,2.4777418879581254e-15,0.0,8
Tennessee,Nashville,Memphis,gpt2,62,no_competitor,7.443333,6.3935328,0.005813953488372093,0.0003007518796992481,-7.398533,-10.7365055,0.39039600000000085,-0.7469885000000005,84.6198974,4,1.6470470000000006,0.8922809999999988,0.6666666666666666,0.03816915133537587,8,122.16322430000001,5,2.820127900000002,5.613045499999998,0,1.710881641386518e-15,0.0,0
