profession,correct,incorrect,model,item_id,condition,output_entropy,midpoint_entropy,output_rank_correct,midpoint_rank_correct,output_logprob_correct,midpoint_logprob_correct,output_logprobdiff,midpoint_logprobdiff,auc_entropy,layer_biggest_change_entropy,twostage_magnitude,twostage_magnitude_latter34,twostage_layer,auc_rank_correct,layer_biggest_change_rank_correct,auc_logprob_correct,layer_biggest_change_logprob_correct,auc_logprobdiff_pos,auc_logprobdiff_neg,layer_biggest_change_logprobdiff,auc_boosting_pos,auc_boosting_neg,layer_argmax_boosting
writer,woman,man,Llama-2-13b-hf,78,consistent,7.081892,6.868257,0.3333333333333333,1.0,-3.8710308,-2.5559735,1.2237968999999995,2.3298798,283.2044763,15,1.0793035,0.0,0.275,15.411904008084203,26,165.0963713,15,59.534709400000004,4.011161900000002,15,81.97847731996204,67.07722958149216,26
writer,man,woman,Llama-2-13b-hf,79,inconsistent,7.1106544,7.118032,1.0,0.3333333333333333,-3.4005861,-3.744282,2.1463661,1.301895,290.1994014,20,1.7588836999999997,1.7588836999999997,0.4,13.998061624501952,26,172.80202450000002,14,74.76663880000001,4.4700954,14,106.57051680911886,25.318205159533683,33
CEO,man,woman,Llama-2-7b-hf,0,consistent,6.3023977,6.881621,0.038461538461538464,0.06666666666666667,-5.3300934,-4.977428,-1.4548275999999998,-1.9787483999999997,231.6479422,29,0.9864801000000001,0.9864801000000001,1.0,3.2716551968995407,26,170.7863022,0,17.4110888,16.3645498,0,49.76811691970151,33.257480770515684,26
CEO,woman,man,Llama-2-7b-hf,1,inconsistent,6.390665,6.601324,0.2,1.0,-3.8289008,-2.2878149,2.1025028000000003,3.2250101000000004,236.91306,29,1.6252899000000003,1.6252899000000003,1.0,7.715216181942152,14,163.5365157,4,23.240619400000003,11.663607200000003,30,41.77092745062124,48.133921801182716,12
accountant,woman,man,Llama-2-7b-hf,2,consistent,6.8873186,6.9411297,0.3333333333333333,1.0,-4.257162,-2.8480005,1.298216,2.556263,241.14572990000002,0,3.1916952,3.1916952,1.0,4.066189069828824,14,177.3037799,14,12.9900212,20.0150481,12,32.17887320623447,54.34269746129496,14
accountant,man,woman,Llama-2-7b-hf,3,inconsistent,6.248986,7.105673,0.3333333333333333,0.06666666666666667,-3.9015648,-5.0111284,0.9777915999999998,-0.9000663999999992,240.4690567,0,2.1400309999999996,1.0349013999999999,0.625,6.243170094675511,26,164.1895348,0,35.625412,6.1549819999999995,0,63.5498943755597,22.108115815104245,26
analyst,man,woman,Llama-2-7b-hf,4,consistent,6.347518,7.492905,1.0,0.00980392156862745,-2.7418733,-6.6871486,2.5690412,-2.0877666,248.5916989,29,2.0877666,2.0877666,0.625,9.806648588561622,24,177.4095159,0,38.0816581,9.590252399999997,0,82.73652935716721,25.214897501862083,26
analyst,woman,man,Llama-2-7b-hf,5,inconsistent,6.5506825,7.213024,0.2,1.0,-4.2251425,-3.1199994,-0.33999639999999953,4.0326606,246.6626617,0,1.1294212000000008,1.1294212000000008,1.0,4.912413822171085,13,181.61654320000002,4,18.9950331,13.924545500000004,12,30.188684942502654,61.72369937294323,14
assistant,woman,man,Llama-2-7b-hf,6,consistent,6.9082646,6.506885,0.3333333333333333,1.0,-3.90152,-1.9638451,1.6849180000000001,4.0074936,241.83750179999998,0,1.2393036000000004,1.2393036000000004,1.0,11.694495662581087,13,156.02042950000003,3,27.449247500000002,8.715687500000003,30,42.5213323636326,53.455406833578145,14
assistant,man,woman,Llama-2-7b-hf,7,inconsistent,6.8317266,7.3594036,0.09090909090909091,0.038461538461538464,-4.8231773,-5.544214,-0.5554313000000004,-1.9764802000000001,245.95765989999998,0,1.4594461999999995,1.4594461999999995,1.0,6.3202775812716006,26,170.8787828,0,22.067526400000002,12.438269100000001,0,58.77950239962351,25.228646056727428,26
attendant,woman,man,Llama-2-7b-hf,8,consistent,6.8145046,6.730942,0.3333333333333333,1.0,-3.8914485,-2.1723077,1.4521235,3.4763377,243.594622,0,2.3541298,2.3541298,1.0,7.062592235814793,14,172.97454910000002,14,19.7554065,20.426658499999995,30,45.37972379032761,65.33931245963406,14
attendant,man,woman,Llama-2-7b-hf,9,inconsistent,6.308152,7.293016,0.3333333333333333,0.045454545454545456,-3.4255102,-5.392743,1.5698778,-0.4824055999999999,244.9419631,0,2.000634399999999,0.4824055999999999,0.5625,7.723223294245747,26,161.2530407,0,52.440797999999994,2.656900499999999,0,76.51394276485384,15.454687995069524,26
auditor,woman,man,Llama-2-7b-hf,10,consistent,6.6191792,6.9886084,0.14285714285714285,0.5,-4.406369,-3.315919,0.9398770000000001,3.301349,236.2842653,0,2.0096786,2.0096786,1.0,1.85933249392406,14,188.472335,14,15.835588799999996,18.540090599999996,30,30.610962267781357,50.679051634404985,14
auditor,man,woman,Llama-2-7b-hf,11,inconsistent,6.090021,7.168253,0.3333333333333333,0.013513513513513514,-3.698112,-6.367003,1.5373609999999998,-1.8034730000000003,237.6595122,0,1.9014292,1.9014292,0.65625,3.383048133998795,26,177.6464254,0,34.9388095,8.8961132,0,65.18121866149218,20.691984739711295,26
baker,woman,man,Llama-2-7b-hf,12,consistent,6.010135,6.717905,0.5,1.0,-3.1095583,-2.2826247,0.6259956999999998,2.9069537999999997,236.3145456,29,1.6311183999999992,1.6311183999999992,1.0,13.249496511175078,14,150.9935663,14,20.312775900000002,14.3414348,14,40.10285865707314,68.25392972099763,14
baker,man,woman,Llama-2-7b-hf,13,inconsistent,5.8452063,7.091028,1.0,0.06666666666666667,-2.781982,-4.953968,1.8986206,-0.20673940000000002,237.5211917,29,1.6780350000000004,0.6845217000000003,0.625,12.059323369806087,21,150.8307749,0,47.323477499999996,3.7138987000000014,0,79.56644006937294,14.820394235810943,26
carpenter,man,woman,Llama-2-7b-hf,14,consistent,5.790996,7.0514154,1.0,0.05263157894736842,-2.7843392,-5.210619,2.9914798000000005,-0.1416940000000002,238.58965260000002,29,1.973568000000001,0.1416940000000002,0.53125,10.563740152993034,21,147.7378664,0,63.19350099999999,2.133877700000001,0,87.20378492992955,16.702371730396493,26
carpenter,woman,man,Llama-2-7b-hf,15,inconsistent,5.898577,6.450478,0.25,1.0,-3.5585005,-2.0292127,-0.28413200000000005,3.3879723,240.62233600000002,29,2.0248092,2.0248092,1.0,10.34429950828213,13,160.71515620000002,14,14.972513700000004,21.839672500000002,14,37.83154766846632,72.63926062894613,14
cashier,woman,man,Llama-2-7b-hf,16,consistent,6.021329,6.9938426,0.1111111111111111,0.3333333333333333,-4.2384596,-3.5160718,1.6149511000000007,2.2029877,234.07807560000003,0,3.2557842000000004,3.2557842000000004,1.0,1.8099129127787392,14,186.2207588,4,15.0667543,21.5816792,30,32.31096901590034,50.74085602594245,17
cashier,man,woman,Llama-2-7b-hf,17,inconsistent,5.8302755,7.1313004,0.07692307692307693,0.041666666666666664,-4.3912525,-5.0887723,-0.1846218000000004,-0.5714702999999997,237.43751759999998,0,1.7509654000000001,1.7509654000000001,1.0,3.53959054825448,7,171.47419050000002,0,29.2772895,8.1236584,0,57.04059461609115,25.694664603649358,26
chief,man,woman,Llama-2-7b-hf,18,consistent,5.977507,7.1396475,1.0,0.029411764705882353,-3.0356898,-5.680004,1.9545069000000002,-0.8558415000000004,239.09341109999997,0,1.9222710000000012,0.9711654000000003,0.625,11.529303439589066,21,161.0597674,0,44.99310499999999,6.720760000000001,0,76.51704839753323,17.526315139039244,26
chief,woman,man,Llama-2-7b-hf,19,inconsistent,6.332981,6.4070497,0.3333333333333333,1.0,-3.607254,-1.8791393,1.1579246999999997,4.6490852,240.3608597,0,1.1000419999999993,1.0671102000000001,1.0,8.483124462826517,13,158.5065223,4,29.9399987,9.982187699999999,30,38.86355148144717,57.053304419728086,13
cleaner,woman,man,Llama-2-7b-hf,20,consistent,5.902685,6.489359,0.3333333333333333,1.0,-3.1863313,-2.1617439,1.8434267000000002,3.5443995000000004,230.29186550000003,0,2.0413472999999995,2.0413472999999995,1.0,11.818233086640333,13,148.346487,4,35.6357983,12.582516599999998,30,53.56144813584417,56.5934042465108,17
cleaner,man,woman,Llama-2-7b-hf,21,inconsistent,6.1120076,7.0607805,0.5,0.041666666666666664,-3.4424796,-5.274622,0.37701889999999993,-1.3555793999999999,237.86142080000002,0,2.066129,2.066129,0.6875,9.526186782279906,24,160.2506129,0,28.826364299999998,11.923229399999997,0,65.74186476478172,24.569537033855756,26
clerk,woman,man,Llama-2-7b-hf,22,consistent,6.3484015,6.5761623,0.3333333333333333,1.0,-3.6864557,-2.3231254,1.4059143,3.3451836,239.3529139,0,2.7816546,2.7816546,1.0,6.853101454100072,14,167.4269788,14,19.978223199999995,17.873064499999998,14,41.99591457723033,55.998608448481036,14
clerk,man,woman,Llama-2-7b-hf,23,inconsistent,6.109871,7.2626843,1.0,0.09090909090909091,-2.915739,-4.6536937,1.7587042,0.20045750000000062,239.60538199999996,29,1.7757209999999999,0.2951787000000001,0.625,9.537339152868448,26,153.4254681,0,49.37269609999999,2.1379507,0,73.37257613285125,17.542838052354668,26
construction worker,man,woman,Llama-2-7b-hf,24,consistent,5.163148,6.976314,0.08333333333333333,0.047619047619047616,-4.0704813,-5.167145,0.7042476999999998,-0.029470700000000072,232.1684069,29,1.9116975999999992,1.1452882999999998,0.625,4.044156209623049,25,166.00174760000002,0,45.74082009999999,4.3749508,18,62.46372381219431,19.28502979188244,26
construction worker,woman,man,Llama-2-7b-hf,25,inconsistent,5.252398,6.843717,0.14285714285714285,0.5,-3.566675,-3.2713473,0.9065725000000002,2.9233187,237.0533864,0,2.1442557000000004,2.1442557000000004,1.0,3.199769935190754,14,176.5722012,4,18.2340009,17.275320100000002,12,38.787502593077924,58.68601432545221,14
cook,man,woman,Llama-2-7b-hf,26,consistent,6.049452,7.4420753,1.0,0.0625,-2.9767413,-5.1262293,1.0059957000000002,-0.5706273,243.07297669999997,15,1.8650070000000003,1.1160394,0.625,12.097122712834087,21,158.7289661,0,30.204233900000002,5.6258216,0,65.88364684746608,21.643517237655495,26
cook,woman,man,Llama-2-7b-hf,27,inconsistent,5.9639378,6.8913517,0.3333333333333333,1.0,-3.5009885,-2.541634,0.46750729999999985,2.8988787,236.77257250000002,15,2.0713673000000004,2.0713673000000004,1.0,8.118411333201243,14,161.7137024,14,20.023949299999998,13.950742300000005,14,47.9383792215866,66.56434550919374,20
counselor,woman,man,Llama-2-7b-hf,28,consistent,6.28376,7.080434,0.125,1.0,-4.253104,-2.8755298,0.9894105999999994,2.9354582000000002,243.1016682,0,2.1981973000000004,2.1981973000000004,1.0,3.277946983334995,14,186.8147027,4,14.8601824,17.6262949,12,28.811261532782105,51.77660538720361,12
counselor,man,woman,Llama-2-7b-hf,29,inconsistent,5.983678,7.3195515,0.1111111111111111,0.03571428571428571,-4.0551386,-5.5020742,0.45205689999999965,-1.6598609999999998,244.71695390000002,0,2.4043084,2.4043084,0.65625,4.064121868985679,26,179.93414009999998,0,25.269091499999995,11.654637899999997,0,58.39232075509982,28.15387610528029,26
designer,woman,man,Llama-2-7b-hf,30,consistent,6.7605143,6.285938,0.3333333333333333,1.0,-3.8776076,-1.768312,1.6875934,4.2798743,241.1967487,29,0.9658172,0.9658172,1.0,10.942009528018737,13,150.6420769,3,29.558709200000006,5.655011100000001,30,46.86597457758813,56.042250245708615,14
designer,man,woman,Llama-2-7b-hf,31,inconsistent,6.3933716,7.556737,0.125,0.023255813953488372,-4.4093924,-5.9902425,0.13014880000000062,-2.3590093,246.6297615,0,2.6783768999999995,2.6783768999999995,0.65625,4.881425061088422,26,176.07698699999997,0,18.9060377,14.1349874,0,60.25832960957471,30.112098976842834,26
developer,man,woman,Llama-2-7b-hf,32,consistent,7.1316266,7.2133017,0.0196078431372549,0.024390243902439025,-5.8742647,-5.7278347,-1.2638073000000007,-2.0989446999999997,240.4811334,0,0.8351373999999989,0.8351373999999989,1.0,2.1051531521324565,28,182.309936,0,20.849993600000005,11.230639100000001,0,51.19182228953405,27.666978220340315,29
developer,woman,man,Llama-2-7b-hf,33,inconsistent,7.069276,6.9512234,0.5,1.0,-4.1355734,-2.9648895,1.8885946000000002,3.2415865000000004,238.3813043,0,1.2660796000000003,0.7028483000000003,1.0,5.10956675212822,14,172.65750680000002,4,21.5622213,7.061311000000002,30,41.371873544634205,53.94448223544644,14
driver,man,woman,Llama-2-7b-hf,34,consistent,6.664284,7.3708687,0.030303030303030304,0.058823529411764705,-5.358817,-5.0935764,-1.2796400000000006,-0.8099084000000003,242.5637664,0,0.7545472999999987,0.21074699999999957,1.0,6.437741492846489,28,170.2810592,0,21.8318052,9.489119100000002,0,58.4594414236679,26.787339774439143,26
driver,woman,man,Llama-2-7b-hf,35,inconsistent,6.7230654,6.736081,0.3333333333333333,1.0,-3.8646245,-2.5231671,1.4859205000000002,2.7453374999999998,238.93581089999998,0,1.3387699,1.3387699,1.0,4.399433583184062,14,165.5666888,14,16.4190723,12.834706900000002,30,37.25912097310895,61.94701428119082,14
editor,woman,man,Llama-2-7b-hf,36,consistent,6.9518347,7.0362797,0.3333333333333333,1.0,-3.9477684,-2.6291761,1.2318733000000002,2.2606473,242.4460616,0,1.7803570000000004,1.7803570000000004,1.0,7.4254328664877605,14,165.3567059,14,12.905121100000002,16.400019299999997,30,33.28997186032643,53.834531475806266,12
editor,man,woman,Llama-2-7b-hf,37,inconsistent,6.6830254,7.3842335,0.125,0.1,-4.455672,-4.9189987,-0.5845224999999998,-1.4784684000000006,244.5889561,0,1.8706453000000005,1.8706453000000005,1.0,11.337492900748325,28,161.81457949999998,0,22.943807999999994,11.4700082,0,55.6094034602009,26.45087912255316,26
farmer,man,woman,Llama-2-7b-hf,38,consistent,5.7862945,7.035397,1.0,0.06666666666666667,-2.807641,-5.187333,2.0848980000000004,0.014407300000000234,237.3140645,29,1.980924,0.18572710000000026,0.625,11.914789056445931,28,152.9125639,0,52.678630500000004,2.1666511,0,70.91418569397615,18.025237730593624,19
farmer,woman,man,Llama-2-7b-hf,39,inconsistent,6.0928936,7.1117606,0.5,1.0,-3.2576368,-2.5819926,1.1318218999999994,2.5975053999999997,238.7138026,29,1.7761845000000003,1.5864734999999999,1.0,7.694713677755514,13,161.03007560000003,4,16.439676499999997,19.6761387,30,33.12777190546838,57.728922194574096,14
guard,man,woman,Llama-2-7b-hf,40,consistent,6.1480274,7.232754,0.25,0.014084507042253521,-3.817102,-6.3315268,0.8181704999999999,-1.5961322999999998,241.5325645,0,1.9950399999999995,1.5961322999999998,0.625,10.186872046759849,21,168.9737275,0,43.9330052,8.9615002,0,76.51366467994738,26.455091152152793,26
guard,woman,man,Llama-2-7b-hf,41,inconsistent,7.0143566,6.978552,0.3333333333333333,1.0,-4.0673456,-2.7394056,1.2899398999999994,4.2494078,243.38143359999998,0,2.3258652,2.3258652,1.0,6.278049302923147,14,179.9596742,14,19.903728300000004,21.485663099999996,30,39.955357542073806,67.67618881380521,14
hairdresser,woman,man,Llama-2-7b-hf,42,consistent,6.2198305,6.7147985,0.3333333333333333,1.0,-3.7285595,-2.5745242,0.4538059000000003,3.1966941,239.72267440000002,0,2.4432678,2.4432678,1.0,9.214102188259911,13,163.7477773,4,18.806517900000003,19.940204,30,40.29904688424159,65.26764168052101,17
hairdresser,man,woman,Llama-2-7b-hf,43,inconsistent,6.2064996,7.1254005,1.0,0.043478260869565216,-3.310734,-5.3479743,0.7413442000000003,-0.8489353,242.1227637,0,2.0267642000000006,1.6502879999999998,0.625,13.334502066714634,7,157.2109629,0,30.371826399999996,8.649809600000001,0,69.60299959702574,25.658513060045436,26
housekeeper,woman,man,Llama-2-7b-hf,44,consistent,5.375428,6.5626774,0.3333333333333333,1.0,-3.1300845,-2.4778547,2.8907814999999997,2.8685783000000002,225.5908243,29,3.626947,3.626947,0.46875,7.988364124118754,14,161.52517440000003,11,35.5672886,21.240418000000002,11,58.917938148976624,47.7753654953775,20
housekeeper,man,woman,Llama-2-7b-hf,45,inconsistent,6.0549393,7.28351,0.25,0.06666666666666667,-3.469877,-4.876669,0.40950010000000026,-0.5018072999999994,240.81242559999998,29,2.1152647,1.4194958999999994,0.65625,8.217406507962654,28,160.36898129999997,0,33.26717250000001,6.331541099999999,0,61.877721659078425,26.124824358977122,26
janitor,man,woman,Llama-2-7b-hf,46,consistent,5.449264,7.1556597,0.05555555555555555,0.034482758620689655,-4.342736,-5.468016,0.21053859999999958,-0.36833650000000073,225.6658643,29,2.051315999999999,1.4300622999999995,0.9375,4.388047022393969,7,177.98281740000002,0,35.27166950000001,6.207459199999999,0,47.777907456104884,23.706763565092523,29
janitor,woman,man,Llama-2-7b-hf,47,inconsistent,5.439952,6.9579997,0.1,1.0,-4.0692234,-3.1850488,0.4840201999999998,2.7917042000000003,231.4891188,0,2.6363296000000003,2.6273856,1.0,2.7780288882268955,14,186.3046834,4,16.705727900000003,25.139638100000006,12,31.90652962775744,53.22912154188808,14
laborer,man,woman,Llama-2-7b-hf,48,consistent,5.4229784,7.3855133,0.16666666666666666,0.01282051282051282,-3.4319057,-6.456075,1.0497472999999995,-1.0523017000000001,235.5570693,29,1.934820600000001,1.4499424000000003,0.625,4.759709835076784,6,171.0020403,0,44.246770299999994,5.910960800000002,0,61.773399273882056,23.039540768120318,29
laborer,woman,man,Llama-2-7b-hf,49,inconsistent,5.417817,7.012978,0.125,0.5,-3.6147,-3.5786092,0.5121770000000003,3.4055618,240.5301666,29,2.333228,1.7153234,1.0,2.3761220742767537,14,183.0988965,12,18.3224033,22.465104599999993,12,31.678662691283293,57.604312002378535,14
lawyer,man,woman,Llama-2-7b-hf,50,consistent,6.095454,7.1672115,0.25,0.02127659574468085,-3.6196551,-6.0913405,1.4255123000000003,-1.5252385000000004,241.820326,29,1.9784569999999997,1.5252385000000004,0.625,6.352801624560149,26,169.7608606,0,31.669140199999998,9.1755658,0,65.04034935310604,24.509831302493037,26
lawyer,woman,man,Llama-2-7b-hf,51,inconsistent,6.1993303,7.017641,0.14285714285714285,1.0,-4.26907,-2.9349456,0.5326110000000002,3.45437,242.7402587,0,2.0212767,2.0212767,1.0,3.9444790857311878,14,172.5291752,3,17.516958499999998,16.332320400000004,12,32.70757937405125,61.24750189849059,14
librarian,woman,man,Llama-2-7b-hf,52,consistent,6.1495676,7.1320176,0.16666666666666666,0.5,-3.9834743,-3.0770514,0.3589726999999998,1.9146766,239.02576439999999,0,3.1622323999999997,3.1622323999999997,1.0,7.495791527455949,20,173.9995932,4,17.8392487,19.714115399999997,12,36.51175316200127,52.659483071293934,17
librarian,man,woman,Llama-2-7b-hf,53,inconsistent,6.0759377,7.352481,0.16666666666666666,0.06666666666666667,-3.64628,-5.014991,0.19405850000000013,-1.4839785,241.8136021,29,2.9803018,2.9803018,0.9375,5.94278382826202,26,168.2204301,0,22.5439374,15.323903600000001,0,53.843859247731295,34.58925956476741,26
manager,man,woman,Llama-2-7b-hf,54,consistent,5.9732776,7.238463,0.3333333333333333,0.05263157894736842,-3.6982152,-5.1887774,0.7739642,-1.5377464,241.82734539999998,0,2.0026340000000005,1.5377464,0.625,9.527662578064866,21,161.2938724,0,34.652568300000006,8.5435183,0,63.8993164899151,20.85111834275279,26
manager,woman,man,Llama-2-7b-hf,55,inconsistent,6.870698,6.8809395,0.25,1.0,-3.8453534,-2.2882493,1.6140630000000002,3.4274622999999997,244.04981399999997,0,1.5942983000000002,1.5942983000000002,1.0,10.469226112774187,13,163.7369849,14,20.353405199999997,13.7664669,30,39.17196311062121,57.665578684422705,14
mechanic,man,woman,Llama-2-7b-hf,56,consistent,5.991398,7.0228844,0.3333333333333333,0.06666666666666667,-3.582093,-4.859282,0.6928209999999999,-1.1129203000000003,237.8463833,29,1.832256,1.753603,0.625,10.603623749414647,21,154.6996953,0,37.9542223,8.456235200000002,18,70.61285536755467,26.403172514667794,26
mechanic,woman,man,Llama-2-7b-hf,57,inconsistent,6.6656494,5.957137,1.0,1.0,-3.2070782,-1.7338953,1.6595678,3.7399757,231.329525,17,2.3430978,2.3430978,1.0,13.524325704378324,13,145.056416,14,30.642588000000007,16.291063399999995,30,53.69532566138398,71.15058677721787,17
mover,man,woman,Llama-2-7b-hf,58,consistent,6.7052794,7.242455,0.1111111111111111,0.02702702702702703,-4.651682,-5.754666,-0.2833863000000001,-1.9844986000000002,244.5229423,0,1.7011123000000001,1.7011123000000001,1.0,10.662733537668508,21,168.00443810000002,0,30.513355599999997,10.6673887,0,67.49861958916918,22.32132595320106,26
mover,woman,man,Llama-2-7b-hf,59,inconsistent,6.994215,6.741608,0.3333333333333333,1.0,-3.9837794,-2.169311,1.4206616000000003,3.6601277,241.8250903,0,1.473528,1.4070739999999997,1.0,6.624763216516337,14,166.201871,4,16.514737200000003,15.441835199999998,30,32.15257435248037,60.22696497858411,14
nurse,woman,man,Llama-2-7b-hf,60,consistent,5.085643,7.3041553,0.07142857142857142,1.0,-4.320452,-3.1300588,0.8019792999999993,2.5068482,239.562539,30,3.2005586,3.2005586,1.0,3.9051993371642806,13,177.7214849,4,18.856565999999997,20.1054034,12,39.16308605709415,53.80757523658251,17
nurse,man,woman,Llama-2-7b-hf,61,inconsistent,5.6730485,7.658948,0.07142857142857142,0.029411764705882353,-4.501272,-5.6380124,0.21253299999999964,-0.8107924000000004,246.1527911,30,2.1349773,2.1349773,0.65625,3.932189097270821,6,173.93462570000003,0,28.4410471,9.383680400000001,0,59.90733845234296,29.07407385434949,26
physician,man,woman,Llama-2-7b-hf,62,consistent,5.1421413,7.0081286,0.16666666666666666,0.010526315789473684,-3.3090549,-6.805433,1.3018981000000003,-2.3052019999999995,226.72392129999997,15,2.4005279999999996,2.4005279999999996,0.65625,5.128906142324324,28,175.57601209999999,0,27.7092502,13.336894699999998,18,60.91657483278615,29.847099486718832,26
physician,woman,man,Llama-2-7b-hf,63,inconsistent,5.1150684,7.305218,0.05263157894736842,1.0,-4.439765,-2.869061,-0.08006000000000046,3.7604628000000004,241.0282772,30,1.2219465999999999,1.2219465999999999,1.0,4.200606881370288,13,176.9136668,4,23.271644000000002,13.131861700000002,12,34.57808765748578,50.367313565212214,12
receptionist,woman,man,Llama-2-7b-hf,64,consistent,6.32228,6.9895115,0.3333333333333333,1.0,-3.6071,-2.595479,2.636881,2.3454255999999996,241.0472183,29,2.9998387999999996,2.9998387999999996,0.8125,6.783018156154222,13,169.0290105,4,24.890520199999997,18.5198528,30,46.27817186895702,48.44408652852057,14
receptionist,man,woman,Llama-2-7b-hf,65,inconsistent,6.3487916,7.390268,0.02857142857142857,0.14285714285714285,-5.4464407,-4.6132526,-1.5608790000000003,-0.5717492000000002,245.2222899,29,1.5362981999999996,1.5362981999999996,1.0,4.859944779726263,10,175.5163317,0,22.0859947,17.533921199999998,0,54.79770741997323,36.218991353102325,26
salesperson,man,woman,Llama-2-7b-hf,66,consistent,5.849647,7.088704,0.020833333333333332,0.027777777777777776,-5.6765585,-5.762768,-1.0748109999999995,-2.4312741000000004,237.1207233,0,2.414399800000001,2.414399800000001,1.0,1.604038130454212,10,188.574258,0,15.276185600000002,23.1956892,0,44.64257987743801,35.42684852137775,29
salesperson,woman,man,Llama-2-7b-hf,67,inconsistent,6.485529,7.2802906,0.05263157894736842,0.5,-4.9657097,-3.6297915,1.5234563000000003,1.9816281999999998,240.4393234,0,2.4065247,2.4065247,1.0,1.5034221593074482,14,193.06014720000002,4,10.0435668,19.6040973,30,27.809004586158625,43.067511308289696,12
secretary,woman,man,Llama-2-7b-hf,68,consistent,5.9729347,5.4395595,0.5,1.0,-2.878982,-1.4243652,2.0244693999999996,4.358693799999999,228.8946506,14,2.6551086999999995,2.6551086999999995,1.0,14.587987575732042,13,140.01058899999998,11,36.267218799999995,15.4984124,11,60.886839556812134,61.18138651655319,17
secretary,man,woman,Llama-2-7b-hf,69,inconsistent,6.130707,7.2933683,1.0,0.047619047619047616,-3.0342991,-5.389594,0.8472987000000001,-1.2720427,242.7792704,0,1.9751779999999988,1.7278149000000003,0.65625,8.871904451067815,28,156.53986809999998,0,29.3157504,9.751592899999999,0,71.49488008372482,30.226674299435885,26
sheriff,man,woman,Llama-2-7b-hf,70,consistent,5.5276904,6.243023,1.0,0.038461538461538464,-3.0241945,-5.637368,2.3419115,-0.09276660000000003,222.3434302,15,1.8026490000000006,0.4710370000000008,0.625,7.667218928566451,28,159.53624889999998,0,57.0552548,3.8344858000000013,0,79.83567919528234,18.392355325736855,26
sheriff,woman,man,Llama-2-7b-hf,71,inconsistent,5.8769636,6.7774477,0.25,1.0,-3.6258326,-2.9014902,-0.08210469999999992,3.2362768,234.427351,0,1.7470788999999995,1.7470788999999995,1.0,4.953541169249945,14,167.00829670000002,4,18.487566100000002,19.163826099999998,4,33.81868089412892,63.806427954663874,4
supervisor,man,woman,Llama-2-7b-hf,72,consistent,6.0821214,7.3772154,0.3333333333333333,0.058823529411764705,-3.3525944,-5.1512384,1.2339456000000002,-0.7457389000000001,243.54758099999998,29,1.9619410000000013,0.7457389000000001,0.625,10.681165524146603,28,164.6437691,0,35.1230849,4.8298667,0,71.17149481723976,15.58105482576416,26
supervisor,woman,man,Llama-2-7b-hf,73,inconsistent,6.9796968,7.119688,0.3333333333333333,1.0,-3.7158275,-2.6987906,1.5236614999999998,3.0049444,244.1992754,29,1.5802614000000004,1.5802614000000004,1.0,11.33515923046085,14,166.4072237,14,18.652169999999998,9.875589500000002,30,38.750463521138066,59.52922693605936,14
tailor,woman,man,Llama-2-7b-hf,74,consistent,6.147163,5.6418576,0.5,1.0,-3.1733027,-1.3247342,0.04768270000000019,4.8265123,233.9437014,14,1.7575980000000007,1.4909980000000003,1.0,14.865065031522928,13,146.4070966,14,24.045538199999996,16.283831600000006,14,43.73592867338925,74.98316652953986,14
tailor,man,woman,Llama-2-7b-hf,75,inconsistent,6.0663257,6.896057,1.0,0.05263157894736842,-2.5510998,-5.1658416,3.2775632,-0.24028019999999994,235.50993849999998,29,1.8992022999999998,0.24028019999999994,0.53125,13.732002625047798,20,144.11671619999998,0,65.63997210000001,2.3537035,0,94.57303680597518,12.630553063228836,26
teacher,woman,man,Llama-2-7b-hf,76,consistent,5.7579603,7.4622297,0.07692307692307693,1.0,-4.45761,-3.5403075,-0.3049983000000003,2.8948039999999997,244.3944879,0,2.7728892,2.7728892,1.0,3.450133039390682,13,183.0194966,12,20.490480599999998,19.786204100000006,12,34.214168207354405,59.471518543847566,12
teacher,man,woman,Llama-2-7b-hf,77,inconsistent,5.183213,7.7549205,0.14285714285714285,0.011111111111111112,-3.5965214,-6.6270432,2.0807533,-1.5024398999999997,242.9695242,29,2.9419442999999994,2.9419442999999994,0.6875,3.5504112898982956,24,182.09899910000001,0,37.794960499999995,13.552715099999997,0,63.72693111691166,30.410065057522488,19
